depth_norm,modality,animal_ID,experiment_ID
255.15256,auditory,17.0,78.0
238.80167,auditory,17.0,78.0
235.20918,non-responsive,17.0,78.0
201.32312,gated,17.0,78.0
191.90453,auditory,17.0,78.0
185.05876,gated,17.0,78.0
191.39539,audio-visual,17.0,78.0
189.61177,auditory,17.0,78.0
186.36848,auditory,17.0,78.0
181.28421,non-responsive,17.0,78.0
178.36966,auditory,17.0,78.0
168.77568,auditory,17.0,78.0
168.47739,auditory,17.0,78.0
161.87317,auditory,17.0,78.0
158.35216,gated,17.0,78.0
145.8795,auditory,17.0,78.0
142.09964,gated,17.0,78.0
125.29372,non-responsive,17.0,78.0
122.880684,auditory,17.0,78.0
121.187515,auditory,17.0,78.0
114.50807,auditory,17.0,78.0
113.33449,gated,17.0,78.0
119.32645,non-responsive,17.0,78.0
108.99782,gated,17.0,78.0
110.20997,gated,17.0,78.0
78.4109,audio-visual,17.0,78.0
94.72838,audio-visual,17.0,78.0
64.17611,auditory,17.0,78.0
59.72545,audio-visual,17.0,78.0
56.86754,visual,17.0,78.0
38.89854,visual,17.0,78.0
31.40364,audio-visual,17.0,78.0
384.17133,non-responsive,18.0,79.0
379.8849,gated,18.0,79.0
377.00497,auditory,18.0,79.0
373.82928,non-responsive,18.0,79.0
368.3839,auditory,18.0,79.0
368.47018,gated,18.0,79.0
354.01764,auditory,18.0,79.0
345.10562,audio-visual,18.0,79.0
341.73846,non-responsive,18.0,79.0
336.91144,audio-visual,18.0,79.0
323.14124,non-responsive,18.0,79.0
314.19193,gated,18.0,79.0
307.2194,audio-visual,18.0,79.0
275.9886,auditory,18.0,79.0
271.1492,non-responsive,18.0,79.0
234.46605,non-responsive,18.0,79.0
239.04019,audio-visual,18.0,79.0
231.13364,gated,18.0,79.0
224.48781,gated,18.0,79.0
221.17506,auditory,18.0,79.0
223.83008,non-responsive,18.0,79.0
179.775,audio-visual,18.0,79.0
152.37262,visual,18.0,79.0
147.6412,visual,18.0,79.0
148.56702,visual,18.0,79.0
125.50594,visual,18.0,79.0
97.95954,visual,18.0,79.0
100.90709,non-responsive,18.0,79.0
98.02599,visual,18.0,79.0
92.56408,visual,18.0,79.0
62.71749,visual,18.0,79.0
64.52351,visual,18.0,79.0
341.4295,auditory,18.0,79.0
283.56866,gated,18.0,79.0
365.61957,audio-visual,18.0,80.0
338.6662,visual,18.0,80.0
314.6794,non-responsive,18.0,80.0
307.47617,audio-visual,18.0,80.0
294.0846,audio-visual,18.0,80.0
287.97546,gated,18.0,80.0
283.9647,audio-visual,18.0,80.0
274.85654,non-responsive,18.0,80.0
271.1406,audio-visual,18.0,80.0
267.72235,audio-visual,18.0,80.0
264.144,audio-visual,18.0,80.0
258.40472,non-responsive,18.0,80.0
245.3368,audio-visual,18.0,80.0
246.28543,non-responsive,18.0,80.0
249.62036,audio-visual,18.0,80.0
239.99803,non-responsive,18.0,80.0
197.00291,non-responsive,18.0,80.0
146.02296,non-responsive,18.0,80.0
137.22502,audio-visual,18.0,80.0
127.34182,audio-visual,18.0,80.0
120.36052,audio-visual,18.0,80.0
122.52812,audio-visual,18.0,80.0
119.13916,audio-visual,18.0,80.0
112.18973,non-responsive,18.0,80.0
116.73477,audio-visual,18.0,80.0
97.18594,audio-visual,18.0,80.0
88.68607,audio-visual,18.0,80.0
78.24556,audio-visual,18.0,80.0
72.40444,audio-visual,18.0,80.0
57.878754,audio-visual,18.0,80.0
551.6167,non-responsive,19.0,84.0
546.7845,gated,19.0,84.0
533.2139,non-responsive,19.0,84.0
533.30927,non-responsive,19.0,84.0
520.48364,gated,19.0,84.0
517.90784,non-responsive,19.0,84.0
514.5704,audio-visual,19.0,84.0
516.70166,gated,19.0,84.0
514.8642,audio-visual,19.0,84.0
510.86237,non-responsive,19.0,84.0
501.53296,non-responsive,19.0,84.0
509.7746,non-responsive,19.0,84.0
502.1031,auditory,19.0,84.0
493.5342,auditory,19.0,84.0
492.78018,auditory,19.0,84.0
490.3391,non-responsive,19.0,84.0
478.0271,audio-visual,19.0,84.0
473.7529,auditory,19.0,84.0
477.13535,non-responsive,19.0,84.0
465.71796,non-responsive,19.0,84.0
453.93597,non-responsive,19.0,84.0
459.43588,non-responsive,19.0,84.0
457.3191,gated,19.0,84.0
458.78506,auditory,19.0,84.0
458.77408,auditory,19.0,84.0
453.30173,non-responsive,19.0,84.0
447.69354,non-responsive,19.0,84.0
441.52136,gated,19.0,84.0
439.30353,auditory,19.0,84.0
435.35535,auditory,19.0,84.0
427.53287,non-responsive,19.0,84.0
420.97003,gated,19.0,84.0
426.10754,auditory,19.0,84.0
417.81143,auditory,19.0,84.0
407.7025,non-responsive,19.0,84.0
407.21722,auditory,19.0,84.0
403.3297,non-responsive,19.0,84.0
406.82895,non-responsive,19.0,84.0
405.76138,non-responsive,19.0,84.0
404.4135,audio-visual,19.0,84.0
399.79352,non-responsive,19.0,84.0
392.80667,non-responsive,19.0,84.0
392.78656,non-responsive,19.0,84.0
382.82288,visual,19.0,84.0
380.64658,gated,19.0,84.0
368.719,non-responsive,19.0,84.0
370.28754,non-responsive,19.0,84.0
363.74408,auditory,19.0,84.0
362.1686,non-responsive,19.0,84.0
361.3218,non-responsive,19.0,84.0
320.45596,audio-visual,19.0,84.0
317.25296,visual,19.0,84.0
303.36755,visual,19.0,84.0
305.53595,visual,19.0,84.0
299.74927,visual,19.0,84.0
535.9136,auditory,19.0,84.0
354.58066,non-responsive,19.0,84.0
299.02103,auditory,19.0,84.0
496.97552,auditory,19.0,84.0
431.8529,auditory,19.0,84.0
423.14618,auditory,19.0,84.0
479.82492,non-responsive,19.0,84.0
384.90448,non-responsive,19.0,85.0
372.76224,non-responsive,19.0,85.0
372.03906,visual,19.0,85.0
349.20065,non-responsive,19.0,85.0
344.1722,non-responsive,19.0,85.0
336.63773,gated,19.0,85.0
329.81122,auditory,19.0,85.0
314.1709,non-responsive,19.0,85.0
318.59625,gated,19.0,85.0
315.05035,non-responsive,19.0,85.0
251.14342,non-responsive,19.0,85.0
246.04178,auditory,19.0,85.0
209.45961,auditory,19.0,85.0
190.10732,auditory,19.0,85.0
191.40623,non-responsive,19.0,85.0
178.91182,non-responsive,19.0,85.0
160.11775,auditory,19.0,85.0
149.89633,auditory,19.0,85.0
135.56659,auditory,19.0,85.0
145.019,gated,19.0,85.0
145.54834,auditory,19.0,85.0
142.33871,non-responsive,19.0,85.0
126.61523,auditory,19.0,85.0
123.720764,auditory,19.0,85.0
108.13453,auditory,19.0,85.0
88.69866,gated,19.0,85.0
81.76602,auditory,19.0,85.0
43.157745,audio-visual,19.0,85.0
326.69757,auditory,19.0,85.0
603.5078,non-responsive,19.0,86.0
575.4494,auditory,19.0,86.0
553.5341,gated,19.0,86.0
550.48096,non-responsive,19.0,86.0
535.7257,non-responsive,19.0,86.0
537.5531,non-responsive,19.0,86.0
535.2991,gated,19.0,86.0
530.09827,non-responsive,19.0,86.0
500.80972,auditory,19.0,86.0
499.0338,gated,19.0,86.0
493.02148,non-responsive,19.0,86.0
475.50488,audio-visual,19.0,86.0
469.18552,non-responsive,19.0,86.0
456.98367,gated,19.0,86.0
433.26932,gated,19.0,86.0
433.41095,gated,19.0,86.0
416.60117,non-responsive,19.0,86.0
421.23386,non-responsive,19.0,86.0
394.73456,non-responsive,19.0,86.0
395.7419,non-responsive,19.0,86.0
393.43625,non-responsive,19.0,86.0
385.7581,auditory,19.0,86.0
384.99902,gated,19.0,86.0
386.87497,gated,19.0,86.0
385.33755,auditory,19.0,86.0
384.83316,auditory,19.0,86.0
366.875,non-responsive,19.0,86.0
373.39258,non-responsive,19.0,86.0
374.6649,non-responsive,19.0,86.0
372.9541,gated,19.0,86.0
368.86267,non-responsive,19.0,86.0
366.73987,non-responsive,19.0,86.0
355.2751,non-responsive,19.0,86.0
356.0915,non-responsive,19.0,86.0
347.38135,non-responsive,19.0,86.0
343.35162,gated,19.0,86.0
341.9106,non-responsive,19.0,86.0
337.63254,non-responsive,19.0,86.0
334.95758,non-responsive,19.0,86.0
331.16776,non-responsive,19.0,86.0
311.355,non-responsive,19.0,86.0
297.6889,non-responsive,19.0,86.0
292.55292,non-responsive,19.0,86.0
281.05734,auditory,19.0,86.0
283.99023,non-responsive,19.0,86.0
262.70416,non-responsive,19.0,86.0
259.21063,auditory,19.0,86.0
253.243,non-responsive,19.0,86.0
245.81827,non-responsive,19.0,86.0
239.85316,gated,19.0,86.0
237.23682,audio-visual,19.0,86.0
236.26375,non-responsive,19.0,86.0
230.48955,audio-visual,19.0,86.0
217.243,non-responsive,19.0,86.0
211.81288,non-responsive,19.0,86.0
209.38292,non-responsive,19.0,86.0
215.65382,auditory,19.0,86.0
206.34253,auditory,19.0,86.0
204.66093,auditory,19.0,86.0
197.18188,non-responsive,19.0,86.0
191.90845,non-responsive,19.0,86.0
188.58655,non-responsive,19.0,86.0
183.59395,audio-visual,19.0,86.0
184.79572,gated,19.0,86.0
184.34048,non-responsive,19.0,86.0
178.52782,non-responsive,19.0,86.0
180.38567,auditory,19.0,86.0
178.1805,auditory,19.0,86.0
177.86119,auditory,19.0,86.0
184.38132,non-responsive,19.0,86.0
172.5362,gated,19.0,86.0
161.9254,gated,19.0,86.0
166.44423,non-responsive,19.0,86.0
167.72736,auditory,19.0,86.0
165.5981,non-responsive,19.0,86.0
154.25497,auditory,19.0,86.0
145.40262,gated,19.0,86.0
135.40544,gated,19.0,86.0
137.28624,non-responsive,19.0,86.0
140.53835,non-responsive,19.0,86.0
133.54668,visual,19.0,86.0
122.5728,visual,19.0,86.0
538.49945,visual,19.0,86.0
541.87085,non-responsive,19.0,86.0
127.21415,non-responsive,19.0,86.0
196.48177,non-responsive,19.0,86.0
426.49185,audio-visual,19.0,86.0
544.05493,auditory,20.0,87.0
542.4942,auditory,20.0,87.0
539.0162,auditory,20.0,87.0
538.9842,auditory,20.0,87.0
532.6485,gated,20.0,87.0
539.07025,auditory,20.0,87.0
534.0316,non-responsive,20.0,87.0
527.46765,visual,20.0,87.0
534.2101,auditory,20.0,87.0
526.12384,auditory,20.0,87.0
525.8603,non-responsive,20.0,87.0
524.97687,non-responsive,20.0,87.0
517.5054,gated,20.0,87.0
515.7707,non-responsive,20.0,87.0
507.0665,auditory,20.0,87.0
497.41327,non-responsive,20.0,87.0
499.22076,auditory,20.0,87.0
497.6727,non-responsive,20.0,87.0
491.49066,non-responsive,20.0,87.0
492.51532,non-responsive,20.0,87.0
493.69788,auditory,20.0,87.0
485.79492,non-responsive,20.0,87.0
485.5803,auditory,20.0,87.0
484.23007,auditory,20.0,87.0
478.0171,auditory,20.0,87.0
472.3042,non-responsive,20.0,87.0
472.9352,auditory,20.0,87.0
462.406,gated,20.0,87.0
458.20868,gated,20.0,87.0
460.56717,auditory,20.0,87.0
460.54688,auditory,20.0,87.0
454.5391,auditory,20.0,87.0
449.84552,gated,20.0,87.0
448.86206,non-responsive,20.0,87.0
446.8845,non-responsive,20.0,87.0
442.09103,non-responsive,20.0,87.0
425.52335,non-responsive,20.0,87.0
421.43835,auditory,20.0,87.0
424.87527,audio-visual,20.0,87.0
415.53268,audio-visual,20.0,87.0
408.71017,gated,20.0,87.0
406.13373,auditory,20.0,87.0
406.4673,non-responsive,20.0,87.0
403.00073,non-responsive,20.0,87.0
400.90787,non-responsive,20.0,87.0
397.56424,non-responsive,20.0,87.0
393.17712,non-responsive,20.0,87.0
407.6265,gated,20.0,87.0
396.77957,non-responsive,20.0,87.0
389.57184,non-responsive,20.0,87.0
388.896,non-responsive,20.0,87.0
387.6237,non-responsive,20.0,87.0
382.83368,auditory,20.0,87.0
383.77283,auditory,20.0,87.0
382.827,non-responsive,20.0,87.0
377.3934,non-responsive,20.0,87.0
371.80038,non-responsive,20.0,87.0
368.85553,non-responsive,20.0,87.0
365.9669,audio-visual,20.0,87.0
364.3109,non-responsive,20.0,87.0
355.73816,non-responsive,20.0,87.0
358.59085,non-responsive,20.0,87.0
358.6623,non-responsive,20.0,87.0
358.31058,non-responsive,20.0,87.0
345.11975,non-responsive,20.0,87.0
351.6574,non-responsive,20.0,87.0
339.31055,auditory,20.0,87.0
329.55676,non-responsive,20.0,87.0
322.9191,non-responsive,20.0,87.0
318.47595,non-responsive,20.0,87.0
315.45776,non-responsive,20.0,87.0
308.40277,non-responsive,20.0,87.0
310.15482,non-responsive,20.0,87.0
303.4666,non-responsive,20.0,87.0
303.9271,auditory,20.0,87.0
294.7345,non-responsive,20.0,87.0
297.76822,auditory,20.0,87.0
291.517,non-responsive,20.0,87.0
289.76532,auditory,20.0,87.0
295.47684,gated,20.0,87.0
278.4092,non-responsive,20.0,87.0
279.1619,audio-visual,20.0,87.0
276.38974,non-responsive,20.0,87.0
267.08243,audio-visual,20.0,87.0
266.2556,non-responsive,20.0,87.0
497.2374,non-responsive,20.0,87.0
436.10165,non-responsive,20.0,87.0
424.11823,non-responsive,20.0,87.0
504.0169,non-responsive,20.0,88.0
514.0915,non-responsive,20.0,88.0
513.2968,non-responsive,20.0,88.0
513.4401,non-responsive,20.0,88.0
509.04257,non-responsive,20.0,88.0
501.5912,non-responsive,20.0,88.0
499.78503,non-responsive,20.0,88.0
500.72092,non-responsive,20.0,88.0
486.92886,non-responsive,20.0,88.0
484.49432,non-responsive,20.0,88.0
486.9724,non-responsive,20.0,88.0
488.77542,non-responsive,20.0,88.0
481.9184,non-responsive,20.0,88.0
479.75702,non-responsive,20.0,88.0
476.65173,non-responsive,20.0,88.0
470.49023,non-responsive,20.0,88.0
461.93646,non-responsive,20.0,88.0
460.19345,gated,20.0,88.0
449.81845,non-responsive,20.0,88.0
430.14972,non-responsive,20.0,88.0
417.75726,non-responsive,20.0,88.0
410.2525,non-responsive,20.0,88.0
408.94107,non-responsive,20.0,88.0
394.2356,non-responsive,20.0,88.0
401.1976,non-responsive,20.0,88.0
393.80756,non-responsive,20.0,88.0
377.85895,non-responsive,20.0,88.0
379.77127,non-responsive,20.0,88.0
374.96704,non-responsive,20.0,88.0
369.41357,non-responsive,20.0,88.0
344.4083,non-responsive,20.0,88.0
325.65445,non-responsive,20.0,88.0
323.98242,non-responsive,20.0,88.0
325.796,non-responsive,20.0,88.0
320.86072,non-responsive,20.0,88.0
322.86783,non-responsive,20.0,88.0
312.0609,non-responsive,20.0,88.0
307.0388,non-responsive,20.0,88.0
307.42596,non-responsive,20.0,88.0
308.30365,non-responsive,20.0,88.0
306.51294,non-responsive,20.0,88.0
301.5393,non-responsive,20.0,88.0
299.41302,non-responsive,20.0,88.0
284.70166,non-responsive,20.0,88.0
259.1331,non-responsive,20.0,88.0
260.2573,non-responsive,20.0,88.0
257.03494,non-responsive,20.0,88.0
243.9107,non-responsive,20.0,88.0
246.82187,non-responsive,20.0,88.0
245.58134,non-responsive,20.0,88.0
239.32942,non-responsive,20.0,88.0
236.73099,non-responsive,20.0,88.0
227.67424,non-responsive,20.0,88.0
226.72313,non-responsive,20.0,88.0
210.97478,non-responsive,20.0,88.0
444.12787,non-responsive,20.0,88.0
280.36197,non-responsive,20.0,88.0
446.9063,non-responsive,20.0,88.0
555.53394,auditory,20.0,89.0
551.36615,audio-visual,20.0,89.0
549.58136,non-responsive,20.0,89.0
544.2975,non-responsive,20.0,89.0
535.0073,non-responsive,20.0,89.0
533.13727,non-responsive,20.0,89.0
526.5703,auditory,20.0,89.0
529.0649,auditory,20.0,89.0
525.61975,audio-visual,20.0,89.0
523.822,gated,20.0,89.0
520.2516,non-responsive,20.0,89.0
516.97864,visual,20.0,89.0
515.9862,gated,20.0,89.0
508.59534,audio-visual,20.0,89.0
502.7717,audio-visual,20.0,89.0
508.02103,non-responsive,20.0,89.0
506.19977,non-responsive,20.0,89.0
497.47952,audio-visual,20.0,89.0
488.35263,visual,20.0,89.0
489.84653,visual,20.0,89.0
466.7041,audio-visual,20.0,89.0
447.81537,audio-visual,20.0,89.0
442.0939,gated,20.0,89.0
442.048,auditory,20.0,89.0
434.5947,non-responsive,20.0,89.0
440.53937,auditory,20.0,89.0
427.14334,audio-visual,20.0,89.0
416.94327,audio-visual,20.0,89.0
401.18185,visual,20.0,89.0
392.49274,auditory,20.0,89.0
383.83054,auditory,20.0,89.0
376.44235,audio-visual,20.0,89.0
378.1666,audio-visual,20.0,89.0
341.53445,gated,20.0,89.0
352.19827,non-responsive,20.0,89.0
344.9107,non-responsive,20.0,89.0
353.2187,gated,20.0,89.0
333.56323,auditory,20.0,89.0
335.11612,auditory,20.0,89.0
334.02844,non-responsive,20.0,89.0
336.24622,auditory,20.0,89.0
331.7179,non-responsive,20.0,89.0
324.1266,auditory,20.0,89.0
315.8495,non-responsive,20.0,89.0
320.74088,auditory,20.0,89.0
300.46988,audio-visual,20.0,89.0
285.50003,audio-visual,20.0,89.0
278.4286,auditory,20.0,89.0
263.3373,non-responsive,20.0,89.0
248.71564,gated,20.0,89.0
233.90718,non-responsive,20.0,89.0
233.97318,gated,20.0,89.0
238.59842,visual,20.0,89.0
230.25389,non-responsive,20.0,89.0
226.33244,non-responsive,20.0,89.0
228.88649,auditory,20.0,89.0
219.12987,gated,20.0,89.0
205.20644,non-responsive,20.0,89.0
200.19165,non-responsive,20.0,89.0
192.94574,non-responsive,20.0,89.0
175.33047,gated,20.0,89.0
185.69621,non-responsive,20.0,89.0
176.7769,audio-visual,20.0,89.0
176.86227,auditory,20.0,89.0
141.12305,auditory,20.0,89.0
121.65765,non-responsive,20.0,89.0
117.85011,auditory,20.0,89.0
112.00647,audio-visual,20.0,89.0
100.59988,gated,20.0,89.0
98.13509,gated,20.0,89.0
95.838036,visual,20.0,89.0
87.7341,visual,20.0,89.0
85.200264,audio-visual,20.0,89.0
483.29752,audio-visual,20.0,89.0
413.20557,non-responsive,20.0,89.0
272.432,non-responsive,20.0,89.0
272.77655,non-responsive,20.0,89.0
531.3126,audio-visual,20.0,90.0
503.11868,non-responsive,20.0,90.0
500.91165,non-responsive,20.0,90.0
495.56192,auditory,20.0,90.0
492.3486,gated,20.0,90.0
455.23923,non-responsive,20.0,90.0
454.53012,non-responsive,20.0,90.0
448.87332,auditory,20.0,90.0
437.36853,auditory,20.0,90.0
436.879,gated,20.0,90.0
425.50018,auditory,20.0,90.0
429.17502,gated,20.0,90.0
424.90686,non-responsive,20.0,90.0
418.3199,gated,20.0,90.0
413.42422,auditory,20.0,90.0
417.04352,non-responsive,20.0,90.0
409.12057,non-responsive,20.0,90.0
409.2465,non-responsive,20.0,90.0
400.73416,auditory,20.0,90.0
388.73462,gated,20.0,90.0
391.8443,gated,20.0,90.0
384.7824,non-responsive,20.0,90.0
381.8905,auditory,20.0,90.0
382.3517,non-responsive,20.0,90.0
375.6703,non-responsive,20.0,90.0
373.57513,audio-visual,20.0,90.0
360.60413,non-responsive,20.0,90.0
363.30478,non-responsive,20.0,90.0
356.02917,non-responsive,20.0,90.0
345.26923,non-responsive,20.0,90.0
290.3394,gated,20.0,90.0
284.05865,non-responsive,20.0,90.0
274.67953,visual,20.0,90.0
230.38628,visual,20.0,90.0
230.03386,visual,20.0,90.0
197.18004,visual,20.0,90.0
194.29843,visual,20.0,90.0
187.063,visual,20.0,90.0
184.39046,visual,20.0,90.0
175.24979,audio-visual,20.0,90.0
171.32011,visual,20.0,90.0
164.20653,visual,20.0,90.0
159.18413,visual,20.0,90.0
157.73863,audio-visual,20.0,90.0
503.4328,auditory,20.0,90.0
593.62006,non-responsive,21.0,91.0
587.9134,non-responsive,21.0,91.0
573.58765,non-responsive,21.0,91.0
563.3917,non-responsive,21.0,91.0
559.65356,non-responsive,21.0,91.0
541.5804,non-responsive,21.0,91.0
538.6178,non-responsive,21.0,91.0
533.7187,non-responsive,21.0,91.0
533.7765,non-responsive,21.0,91.0
527.55444,non-responsive,21.0,91.0
515.80414,auditory,21.0,91.0
517.1403,visual,21.0,91.0
515.54443,non-responsive,21.0,91.0
506.46863,gated,21.0,91.0
504.03784,non-responsive,21.0,91.0
505.82172,non-responsive,21.0,91.0
502.9168,non-responsive,21.0,91.0
506.73737,non-responsive,21.0,91.0
499.1096,non-responsive,21.0,91.0
491.19217,non-responsive,21.0,91.0
495.44342,non-responsive,21.0,91.0
491.04385,non-responsive,21.0,91.0
484.25397,non-responsive,21.0,91.0
484.2375,non-responsive,21.0,91.0
481.0239,non-responsive,21.0,91.0
479.47806,non-responsive,21.0,91.0
478.4995,non-responsive,21.0,91.0
445.17215,non-responsive,21.0,91.0
433.43613,audio-visual,21.0,91.0
418.04062,gated,21.0,91.0
397.4116,audio-visual,21.0,91.0
393.402,non-responsive,21.0,91.0
381.9839,non-responsive,21.0,91.0
376.55045,audio-visual,21.0,91.0
369.61752,gated,21.0,91.0
375.87418,non-responsive,21.0,91.0
357.05234,visual,21.0,91.0
359.03705,audio-visual,21.0,91.0
351.3814,non-responsive,21.0,91.0
351.79462,non-responsive,21.0,91.0
346.98654,non-responsive,21.0,91.0
350.70044,non-responsive,21.0,91.0
343.07925,audio-visual,21.0,91.0
339.68683,audio-visual,21.0,91.0
339.2223,non-responsive,21.0,91.0
339.37057,visual,21.0,91.0
326.29993,audio-visual,21.0,91.0
323.31027,audio-visual,21.0,91.0
321.13782,gated,21.0,91.0
324.0104,audio-visual,21.0,91.0
321.84875,audio-visual,21.0,91.0
321.21353,auditory,21.0,91.0
315.5046,audio-visual,21.0,91.0
309.0729,auditory,21.0,91.0
305.44855,audio-visual,21.0,91.0
299.83667,audio-visual,21.0,91.0
296.85727,audio-visual,21.0,91.0
294.45883,visual,21.0,91.0
297.75345,audio-visual,21.0,91.0
277.201,audio-visual,21.0,91.0
274.84903,visual,21.0,91.0
274.49197,audio-visual,21.0,91.0
262.71848,audio-visual,21.0,91.0
260.5533,audio-visual,21.0,91.0
263.02124,audio-visual,21.0,91.0
252.76869,non-responsive,21.0,91.0
251.69066,non-responsive,21.0,91.0
242.72081,non-responsive,21.0,91.0
245.07559,non-responsive,21.0,91.0
248.68074,non-responsive,21.0,91.0
246.12389,visual,21.0,91.0
250.62688,visual,21.0,91.0
442.07,non-responsive,21.0,91.0
402.64285,non-responsive,21.0,91.0
393.99493,non-responsive,21.0,91.0
388.77063,non-responsive,21.0,91.0
341.5855,audio-visual,21.0,91.0
345.53952,non-responsive,21.0,91.0
333.70038,non-responsive,21.0,91.0
372.03546,non-responsive,21.0,91.0
348.3144,non-responsive,21.0,91.0
611.54736,non-responsive,21.0,92.0
589.4836,visual,21.0,92.0
528.30176,auditory,21.0,92.0
511.87473,auditory,21.0,92.0
491.9316,audio-visual,21.0,92.0
461.45737,non-responsive,21.0,92.0
464.4113,non-responsive,21.0,92.0
462.13974,non-responsive,21.0,92.0
451.7826,audio-visual,21.0,92.0
461.4261,auditory,21.0,92.0
455.85565,auditory,21.0,92.0
429.6241,audio-visual,21.0,92.0
424.30545,audio-visual,21.0,92.0
401.57962,gated,21.0,92.0
401.23938,audio-visual,21.0,92.0
388.78918,auditory,21.0,92.0
397.1491,non-responsive,21.0,92.0
376.35324,auditory,21.0,92.0
364.8363,non-responsive,21.0,92.0
363.48755,auditory,21.0,92.0
359.92844,non-responsive,21.0,92.0
361.6458,non-responsive,21.0,92.0
354.95428,non-responsive,21.0,92.0
341.67755,non-responsive,21.0,92.0
333.12784,non-responsive,21.0,92.0
337.17236,non-responsive,21.0,92.0
330.54282,auditory,21.0,92.0
327.78085,non-responsive,21.0,92.0
324.8919,gated,21.0,92.0
316.82187,non-responsive,21.0,92.0
322.9275,auditory,21.0,92.0
315.53754,non-responsive,21.0,92.0
298.99985,non-responsive,21.0,92.0
259.66833,non-responsive,21.0,92.0
252.19772,visual,21.0,92.0
235.91702,non-responsive,21.0,92.0
228.92372,audio-visual,21.0,92.0
221.5802,visual,21.0,92.0
214.4175,non-responsive,21.0,92.0
200.8119,audio-visual,21.0,92.0
196.44571,audio-visual,21.0,92.0
173.05914,non-responsive,21.0,92.0
359.57553,non-responsive,21.0,92.0
468.87152,visual,21.0,93.0
467.22375,auditory,21.0,93.0
466.38937,visual,21.0,93.0
455.0893,non-responsive,21.0,93.0
455.68927,auditory,21.0,93.0
458.2771,non-responsive,21.0,93.0
456.85184,gated,21.0,93.0
456.1734,non-responsive,21.0,93.0
443.12845,non-responsive,21.0,93.0
433.0747,visual,21.0,93.0
428.8097,auditory,21.0,93.0
419.07648,non-responsive,21.0,93.0
383.5515,gated,21.0,93.0
364.36505,visual,21.0,93.0
358.96262,visual,21.0,93.0
350.48645,visual,21.0,93.0
347.82404,non-responsive,21.0,93.0
339.88818,audio-visual,21.0,93.0
337.1173,visual,21.0,93.0
331.59592,non-responsive,21.0,93.0
334.11746,non-responsive,21.0,93.0
331.80392,visual,21.0,93.0
334.46655,visual,21.0,93.0
327.15692,visual,21.0,93.0
334.11865,visual,21.0,93.0
321.10983,visual,21.0,93.0
324.39578,non-responsive,21.0,93.0
334.83472,non-responsive,21.0,93.0
319.37122,visual,21.0,93.0
326.27527,audio-visual,21.0,93.0
320.47174,non-responsive,21.0,93.0
318.6839,visual,21.0,93.0
312.96606,visual,21.0,93.0
301.54367,auditory,21.0,93.0
294.96,visual,21.0,93.0
292.20972,non-responsive,21.0,93.0
282.92416,visual,21.0,93.0
272.2693,non-responsive,21.0,93.0
254.10281,non-responsive,21.0,93.0
240.75421,visual,21.0,93.0
238.7207,audio-visual,21.0,93.0
227.02164,visual,21.0,93.0
226.20403,audio-visual,21.0,93.0
208.93904,non-responsive,21.0,93.0
207.7247,gated,21.0,93.0
556.8178,auditory,21.0,94.0
535.9262,auditory,21.0,94.0
517.5903,audio-visual,21.0,94.0
517.6371,audio-visual,21.0,94.0
500.23465,auditory,21.0,94.0
480.74597,non-responsive,21.0,94.0
470.97214,audio-visual,21.0,94.0
416.92545,auditory,21.0,94.0
407.21683,audio-visual,21.0,94.0
395.21194,non-responsive,21.0,94.0
401.2688,auditory,21.0,94.0
319.54416,audio-visual,21.0,94.0
319.0818,audio-visual,21.0,94.0
318.1085,auditory,21.0,94.0
312.0899,gated,21.0,94.0
308.45026,auditory,21.0,94.0
287.0967,non-responsive,21.0,94.0
286.88666,non-responsive,21.0,94.0
276.28333,non-responsive,21.0,94.0
278.03745,auditory,21.0,94.0
267.6874,non-responsive,21.0,94.0
248.37799,visual,21.0,94.0
230.92561,audio-visual,21.0,94.0
221.93208,visual,21.0,94.0
209.92033,gated,21.0,94.0
210.76598,non-responsive,21.0,94.0
196.6201,non-responsive,21.0,94.0
135.40967,non-responsive,21.0,94.0
132.35835,audio-visual,21.0,94.0
124.93331,audio-visual,21.0,94.0
120.70033,non-responsive,21.0,94.0
123.02834,non-responsive,21.0,94.0
112.8875,non-responsive,21.0,94.0
104.428955,audio-visual,21.0,94.0
93.21816,visual,21.0,94.0
94.233055,audio-visual,21.0,94.0
82.42602,gated,21.0,94.0
92.37396,audio-visual,21.0,94.0
101.329414,audio-visual,21.0,94.0
80.17646,visual,21.0,94.0
81.89782,visual,21.0,94.0
75.869,visual,21.0,94.0
71.52123,audio-visual,21.0,94.0
72.84193,visual,21.0,94.0
70.182976,audio-visual,21.0,94.0
72.37774,visual,21.0,94.0
68.644714,visual,21.0,94.0
69.623505,audio-visual,21.0,94.0
62.475407,visual,21.0,94.0
77.664505,non-responsive,21.0,94.0
53.797073,audio-visual,21.0,94.0
340.68707,non-responsive,21.0,94.0
297.7676,non-responsive,21.0,94.0
271.6824,audio-visual,21.0,94.0
118.69569,non-responsive,21.0,94.0
511.9298,non-responsive,21.0,94.0
476.5624,audio-visual,22.0,96.0
477.07526,non-responsive,22.0,96.0
462.9748,audio-visual,22.0,96.0
460.34717,audio-visual,22.0,96.0
453.82428,auditory,22.0,96.0
460.33707,audio-visual,22.0,96.0
452.22208,non-responsive,22.0,96.0
454.70245,audio-visual,22.0,96.0
447.12653,audio-visual,22.0,96.0
